Journal Name,Category & Journal Quartiles
Journal of Research in Medical Sciences JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES,Q3
EDUCATION,Q3
MAMMALIAN BIOLOGY,Q2
Welding in the World,Q2
ACTA PSYCHOLOGICA,Q4
RESEARCH ON SOCIAL WORK PRACTICE,Q3
VISION RESEARCH,Q3
Journal of Computational Electronics,Q3
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,Q2
Journal of Cosmetic and Laser Therapy,Q3
"SOUTH AFRICAN JOURNAL OF ENOLOGY
AND VITICULTURE",Q4
JOURNAL OF PALLIATIVE CARE,Q4
Mediterranean Politics,Q1
Journal of Macromarketing,Q4
FIRE AND MATERIALS,Q4
"Journal of Empirical Research on Human
Research Ethics",Q2
"Interactive Cardiovascular and Thoracic
Surgery",Q3
"JOURNAL OF CLINICAL PSYCHOLOGY IN
MEDICAL SETTINGS",Q4
"Norsk Geografisk Tidsskrift-Norwegian
Journal of Geography",Q3
Open Chemistry,Q3
WATER AND ENVIRONMENT JOURNAL,Q3
"NORTH AMERICAN JOURNAL OF
AQUACULTURE",Q3
"JOURNAL OF CLINICAL MONITORING AND
COMPUTING",Q4
"JOURNAL OF IRRIGATION AND DRAINAGE
ENGINEERING",Q2
"Acupuncture in Medicine Methodology-European Journal of
Research Methods for the Behavioral and",Q3
Social Sciences,Q3
"HEAT TRANSFER RESEARCH
Measurement in Physical Education and",Q3
Exercise Science,Q4
Cutaneous and Ocular Toxicology,Q4
ANIMAL SCIENCE JOURNAL,Q2
"Journal of Ophthalmology
JOURNAL OF VISUALIZATION",Q4
ACTA ASTRONOMICA,Q3
"ANNALS OF OTOLOGY RHINOLOGY AND
LARYNGOLOGY",Q3
"REPRODUCTION FERTILITY AND
DEVELOPMENT",Q2
American Journal of Health Economics,Q3
JOURNAL OF INVESTIGATIVE SURGERY,Q3
JOURNAL OF SURFACTANTS AND DETERGENTS,Q3
OXIDATION OF METALS,Q2
Journal of Essential Oil Bearing Plants,Q3
JOURNAL OF FELINE MEDICINE AND SURGERY,Q2
CORROSION ENGINEERING SCIENCE AND TECHNOLOGY,Q2
"IRAL-INTERNATIONAL REVIEW OF
APPLIED LINGUISTICS IN LANGUAGE",Q2
TEACHING,Q3
INTERNATIONAL REGIONAL SCIENCE,Q4
REVIEW,Q4
Thermal Science,Q3
"Journal of Wound Ostomy and
Continence Nursing",Q3
JOURNAL OF SPECIAL EDUCATION,Q2
Security and Communication Networks,Q3
"Journal of Clinical Sport Psychology GLOBAL NETWORKS-A JOURNAL OF
TRANSNATIONAL AFFAIRS",Q4
AQUATIC BOTANY,Q3
ECONOMETRIC THEORY,Q2
"EUROPEAN JOURNAL OF INDUSTRIAL
RELATIONS",Q3
ANALYTICAL SCIENCES,Q4
Journal of Tourism and Cultural Change,Q4
"AFRICAN JOURNAL OF RANGE & FORAGE
SCIENCE",Q3
Journal of Pediatric Oncology Nursing,Q3
CLINICAL OBSTETRICS AND GYNECOLOGY,Q4
"EUROPEAN JOURNAL OF
HISTOCHEMISTRY",Q4
JOURNAL OF MORPHOLOGY,Q3
"WATER QUALITY RESEARCH JOURNAL OF
CANADA",Q4
"PALAIOS
Quantum Information Processing",Q2
Annals of Forest Research,Q2
Journal of Primary Prevention,Q4
"JOURNAL OF MONEY CREDIT AND
BANKING",Q3
"Iranian Journal of Pharmaceutical
Research",Q4
JOURNAL OF EVOLUTIONARY ECONOMICS,Q3
JOURNAL OF ENERGY ENGINEERING JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,Q3
MULTISCALE MODELING & SIMULATION,Q2
Current Radiopharmaceuticals,Q4
Studies in Conflict & Terrorism,Q3
Annals of Applied Statistics,Q2
Anuario De Psicologia Juridica,Q2
EPL,Q3
Feminist Legal Studies,Q2
ATMOSPHERE-OCEAN,Q3
Cognitive Neuropsychiatry,Q4
GENERAL PHYSIOLOGY AND BIOPHYSICS,Q4
BIOSYSTEMS,Q3
Analysis and Applications,Q1
"ARID LAND RESEARCH AND
MANAGEMENT",Q3
OPTIMAL CONTROL APPLICATIONS &,Q2
METHODS,Q3
"SCANDINAVIAN JOURNAL OF CARING
SCIENCES",Q3
"PROCEEDINGS OF THE INSTITUTION OF
CIVIL ENGINEERS-GEOTECHNICAL",Q3
ENGINEERING,Q4
JOURNAL OF ACADEMIC LIBRARIANSHIP,Q3
Feminist Media Studies,Q2
"Journal of Rational-Emotive and Cognitive
Behavior Therapy",Q4
JOURNAL OF MICROSCOPY JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,Q4
PROTEIN ENGINEERING DESIGN & SELECTION,Q4
"JOURNAL OF INTELLECTUAL &
DEVELOPMENTAL DISABILITY",Q2
"ANNALS OF THE ROYAL COLLEGE OF
SURGEONS OF ENGLAND",Q3
COMMUNICATIONS IN PARTIAL,Q1
DIFFERENTIAL EQUATIONS,Q2
"Asian Population Studies
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY",Q3
PALYNOLOGY,Q2
JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,Q4
PHILOSOPHICAL MAGAZINE,Q2
MODERN PHYSICS LETTERS B,Q2
RADIOLOGIC CLINICS OF NORTH AMERICA,Q4
"SCANDINAVIAN JOURNAL OF FOREST
RESEARCH",Q3
JOURNAL OF MARINE SCIENCE AND,Q2
TECHNOLOGY,Q3
MYCOBIOLOGY,Q2
INSECTES SOCIAUX,Q2
INTERNATIONAL STATISTICAL REVIEW,Q2
"Advances in Data Analysis and
Classification",Q2
"PROBABILITY THEORY AND RELATED
FIELDS",Q2
"Taiwanese Journal of Obstetrics &
Gynecology",Q4
CURRICULUM INQUIRY,Q3
Autex Research Journal,Q2
Sexual Development,Q4
"VETERINARY IMMUNOLOGY AND
IMMUNOPATHOLOGY",Q2
MICROPALEONTOLOGY,Q2
HISTORICAL BIOLOGY,Q2
JOURNAL OF ELECTROSTATICS,Q3
"Nursing Open
International Journal of Circumpolar",Q3
Health,Q4
"CYTOGENETIC AND GENOME RESEARCH
Journal of Aggression Maltreatment &",Q4
Trauma,Q4
Journal of Deaf Studies and Deaf Education,Q3
SIAM Journal on Imaging Sciences,Q2
"International Journal of Distributed
Sensor Networks",Q3
"ACM SIGCOMM Computer
Communication Review",Q4
DISTRIBUTED COMPUTING,Q3
MOLECULAR PHYSICS,Q3
"SYNTHETIC COMMUNICATIONS
JOURNAL OF STRAIN ANALYSIS FOR",Q3
"ENGINEERING DESIGN
ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS-MODELISATION MATHEMATIQUE ET ANALYSE NUMERIQUE",Q3
Aslib Journal of Information Management,Q3
"ETHNOS
INTERNATIONAL JOURNAL OF MASS SPECTROMETRY",Q2
Folia Horticulturae,Q2
NONLINEARITY,Q2
UROLOGIA INTERNATIONALIS,Q4
SOLID STATE COMMUNICATIONS,Q3
Ships and Offshore Structures,Q3
"JOURNAL OF THE PHYSICAL SOCIETY OF
JAPAN",Q3
BRAZILIAN JOURNAL OF OCEANOGRAPHY,Q3
"PALAEONTOLOGIA ELECTRONICA INTERNATIONAL UROGYNECOLOGY
JOURNAL",Q2
"ELECTROMAGNETIC BIOLOGY AND
MEDICINE",Q3
BRAGANTIA,Q2
BIOLOGICAL BULLETIN,Q3
IETE TECHNICAL REVIEW,Q3
ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,Q3
JOURNAL OF ELECTRONIC PACKAGING,Q3
"Journal of Transportation Engineering
Part A-Systems",Q3
"European Journal of Special Needs
Education",Q3
"ACTA OECOLOGICA-INTERNATIONAL
JOURNAL OF ECOLOGY",Q3
TOXICOLOGIC PATHOLOGY,Q4
JOURNAL OF CELLULAR PLASTICS,Q3
SOIL SCIENCE AND PLANT NUTRITION,Q3
Livestock Science,Q2
PHYSIOLOGICAL ENTOMOLOGY,Q2
"ADVANCES IN COMPUTATIONAL
MATHEMATICS",Q2
"JOURNAL OF PAEDIATRICS AND CHILD
HEALTH",Q3
"RIVISTA ITALIANA DI PALEONTOLOGIA E
STRATIGRAFIA",Q2
"International Journal for Educational and
Vocational Guidance",Q3
"Knowledge and Management of Aquatic
Ecosystems",Q3
"ANNALS OF THE MISSOURI BOTANICAL
GARDEN",Q3
PROTEIN AND PEPTIDE LETTERS,Q4
GIORNALE ITALIANO DI DERMATOLOGIA E VENEREOLOGIA,Q3
Asia-Pacific Journal of Clinical Oncology,Q4
Progress in Development Studies INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,Q3
"GEOMETRIC AND FUNCTIONAL ANALYSIS
LEARNING & BEHAVIOR",Q1
JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,Q3
JOURNAL OF EARLY INTERVENTION,Q3
"Annals of Palliative Medicine
Geriatric Orthopaedic Surgery &",Q4
Rehabilitation,Q4
"INTERNATIONAL JOURNAL OF TURBO &
JET-ENGINES",Q2
PSYCHOLOGY IN THE SCHOOLS,Q3
"International Journal of Lower Extremity
Wounds",Q3
IEEE Transactions on Components,Q3
Packaging and Manufacturing Technology,Q4
EUROPEAN JOURNAL OF OPHTHALMOLOGY,Q4
Journal of Pediatric Urology,Q3
Homicide Studies,Q3
AIDS EDUCATION AND PREVENTION,Q3
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,Q3
"ORL-Journal for Oto-Rhino-Laryngology
Head and Neck Surgery",Q3
JOURNAL OF AIRCRAFT,Q2
BRAIN BEHAVIOR AND EVOLUTION,Q2
Gastroenterology Research and Practice,Q4
JOURNAL OF HISTOTECHNOLOGY,Q4
"JOURNAL OF HORTICULTURAL SCIENCE &
BIOTECHNOLOGY",Q2
"SIAM Journal on Applied Algebra and
Geometry",Q2
Ciencia & Saude Coletiva,Q4
MAIN GROUP METAL CHEMISTRY,Q3
Journal of Childrens Orthopaedics,Q3
Chilean Journal of Agricultural Research,Q2
"Journal of Pipeline Systems Engineering
and Practice",Q3
SOLID-STATE ELECTRONICS,Q3
Biointerphases,Q4
APPLIED ECONOMICS,Q3
CLEFT PALATE-CRANIOFACIAL JOURNAL,Q3
"International Journal of Network
Management",Q3
"JOURNAL OF PORPHYRINS AND
PHTHALOCYANINES",Q3
"ECONOMIC AND INDUSTRIAL
DEMOCRACY",Q3
Female Pelvic Medicine and Reconstructive Surgery,Q4
Learning Culture and Social Interaction,Q3
SEMINARS IN REPRODUCTIVE MEDICINE,Q4
"PACE-PACING AND CLINICAL
ELECTROPHYSIOLOGY",Q4
Radiology,Q4
AMERICAN POLITICS RESEARCH,Q3
"Journal of Earth System Science
BIOMEDICAL CHROMATOGRAPHY",Q3
Journal of Astronomical Telescopes Instruments and Systems,Q3
AUSTRALASIAN PHYSICAL & ENGINEERING SCIENCES IN MEDICINE,Q4
Dissertationes Mathematicae,Q1
Cambridge Law Journal,Q2
"IEEE COMPUTER GRAPHICS AND
APPLICATIONS",Q3
JOURNAL OF BIOLOGICAL SYSTEMS,Q3
GEOMETRY & TOPOLOGY,Q1
ASTROPHYSICS AND SPACE SCIENCE,Q3
Journal of Hand Therapy,Q3
"SIAM JOURNAL ON MATRIX ANALYSIS
AND APPLICATIONS",Q2
Developmental Neurorehabilitation,Q3
Journal of Mathematical Fluid Mechanics,Q2
AMERICAN ETHNOLOGIST,Q2
APPLIED OPTICS,Q3
FUSION ENGINEERING AND DESIGN,Q2
"Molecular Cytogenetics
Psychology of Music",Q4
"ZOOLOGICAL STUDIES
IRANIAN JOURNAL OF CHEMISTRY &
CHEMICAL ENGINEERING-",Q2
INTERNATIONAL ENGLISH EDITION,Q3
CHEMICAL & PHARMACEUTICAL,Q3
BULLETIN,Q4
SHOCK WAVES,Q3
European Journal of Finance,Q3
REVIEW OF INCOME AND WEALTH,Q3
Investigative and Clinical Urology,Q4
APHASIOLOGY,Q2
Computational and Mathematical,Q3
Organization Theory,Q4
"SCIENCE AND ENGINEERING OF
COMPOSITE MATERIALS",Q4
Annals of Telecommunications,Q3
JOURNAL OF ADULT DEVELOPMENT,Q4
Seminars in Pediatric Surgery,Q3
NUCLEAR ENGINEERING AND DESIGN,Q2
"POPULATION RESEARCH AND POLICY
REVIEW",Q3
"JOURNAL OF NERVOUS AND MENTAL
DISEASE",Q4
"JOURNAL OF BIOMECHANICAL
ENGINEERING-TRANSACTIONS OF THE",Q4
ASME,Q4
SEXUALITY AND DISABILITY,Q3
Journal of the Economics of Ageing,Q3
Scandinavian Journal of Urology,Q4
AUSTRALIAN JOURNAL OF SOCIAL ISSUES,Q3
Critical Policy Studies,Q3
COGNITIVE DEVELOPMENT,Q4
"Communications in Number Theory and
Physics",Q1
Journal of Child Health Care,Q3
HEALTH & SOCIAL WORK,Q3
"VISUAL NEUROSCIENCE
Journal of the Indian Society of Remote Sensing",Q4
"LABOUR ECONOMICS
TROPICAL ANIMAL HEALTH AND PRODUCTION",Q3
SMALL RUMINANT RESEARCH,Q2
Journal of Current Southeast Asian Affairs,Q1
BRITISH POULTRY SCIENCE,Q3
RANGELAND JOURNAL,Q3
"JOURNAL OF TRIBOLOGY-TRANSACTIONS
OF THE ASME",Q3
JOURNAL OF FUNCTIONAL ANALYSIS,Q1
TIME & SOCIETY,Q3
Acoustics Australia,Q3
Iranian Journal of Science and Technology Transactions of Electrical Engineering,Q3
LANGUAGE & COMMUNICATION,Q2
"Geotechnique Letters
Annals of Thoracic and Cardiovascular Surgery",Q4
JOURNAL OF VECTOR ECOLOGY,Q2
Research in Astronomy and Astrophysics,Q3
"Journal of Economics
JOURNAL OF EMOTIONAL AND",Q3
"BEHAVIORAL DISORDERS
AIDS CARE-PSYCHOLOGICAL AND SOCIO-",Q3
MEDICAL ASPECTS OF AIDS/HIV,Q4
"ACM Transactions on Interactive
Intelligent Systems",Q3
ACM Transactions on Embedded,Q3
"Computing Systems
IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY",Q3
Learning Disabilities Research & Practice,Q3
EVALUATION AND PROGRAM PLANNING,Q3
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,Q4
"CLINICAL NEUROLOGY AND
NEUROSURGERY",Q3
"International Journal of Agricultural and
Biological Engineering",Q2
JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS,Q2
AUSTRALIAN & NEW ZEALAND JOURNAL OF OBSTETRICS & GYNAECOLOGY,Q4
International Feminist Journal of Politics INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,Q2
Oral Radiology,Q4
JOURNAL OF CONTEMPORARY ASIA,Q1
Review of African Political Economy,Q1
"JOURNAL OF POLITICAL PHILOSOPHY ARCTIC ANTARCTIC AND ALPINE
RESEARCH",Q2
"ENVIRONMENTAL FORENSICS
Journal of Thermal Science and Engineering Applications",Q4
FAMILY RELATIONS,Q3
Vertebrate Zoology,Q2
Physical Review Accelerators and Beams,Q3
"Compare-A Journal of Comparative and
International Education",Q3
Journal of Pacific Rim Psychology,Q3
Journal of Medical Ultrasonics,Q4
Journal of Southern Hemisphere Earth,Q3
Systems Science,Q4
BULLETIN OF MATERIALS SCIENCE,Q4
"INTERNATIONAL REVIEW OF
HYDROBIOLOGY",Q3
Soil Research,Q4
IETE JOURNAL OF RESEARCH,Q3
AUSTRALASIAN JOURNAL ON AGEING,Q4
"GENETIC RESOURCES AND CROP
EVOLUTION",Q3
"Facial Plastic Surgery Clinics of North
America",Q3
"HORTSCIENCE
ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND
ALLIED TECHNIQUES",Q2
Advances in Neonatal Care,Q3
"MASS SPECTROMETRY REVIEWS
EUROPEAN JOURNAL OF INFORMATION",Q1
SYSTEMS,Q1
One Health,Q1
"INTERNATIONAL JOURNAL OF
INTELLIGENT SYSTEMS",Q1
"ANESTHESIOLOGY
CURRENT OPINION IN CHEMICAL BIOLOGY",Q1
"JAMA Otolaryngology-Head & Neck
Surgery",Q1
"INTERNATIONAL JOURNAL OF
MANAGEMENT REVIEWS",Q1
COMPUTERS IN HUMAN BEHAVIOR,Q1
Cardiovascular Diabetology,Q1
JOURNAL OF HOSPITAL INFECTION,Q1
SPACE SCIENCE REVIEWS,Q1
CHEMOSPHERE,Q1
PROGRESS IN AEROSPACE SCIENCES,Q1
"MECHANICAL SYSTEMS AND SIGNAL
PROCESSING",Q1
Opto-Electronic Advances,Q1
Journal of Travel Research,Q1
JOURNAL OF DENTAL RESEARCH,Q1
Sustainable Production and Consumption,Q1
Comprehensive Physiology,Q1
"International Journal of Behavioral
Nutrition and Physical Activity",Q1
"JOURNAL OF ENVIRONMENTAL
MANAGEMENT",Q1
Journal of Energy Storage,Q1
Topics in Current Chemistry,Q1
INDUSTRIAL MARKETING MANAGEMENT,Q1
GENETICS IN MEDICINE,Q1
ENERGY,Q1
"Advanced Materials Technologies
Earths Future",Q1
"Current Opinion in Green and Sustainable
Chemistry",Q1
"Journal of King Saud University-Computer
and Information Sciences",Q1
EPMA Journal,Q1
Exposure and Health,Q1
METABOLIC ENGINEERING,Q1
Alzheimers Research & Therapy,Q1
WASTE MANAGEMENT,Q1
Biology of Sex Differences,Q1
Astrophysical Journal Letters,Q1
MOLECULAR BIOLOGY AND EVOLUTION,Q1
"Cellular and Molecular Gastroenterology
and Hepatology",Q1
Frontiers in Immunology,Q1
Annals of the American Thoracic Society,Q1
HLA,Q1
Computer Science Review,Q1
ONCOGENE,Q1
CELL PROLIFERATION,Q1
LIVER INTERNATIONAL,Q1
Food Packaging and Shelf Life,Q1
REVIEWS IN CHEMICAL ENGINEERING,Q1
Big Data & Society,Q1
"ANNALS ACADEMY OF MEDICINE
SINGAPORE",Q1
"eLife
CELLULAR & MOLECULAR BIOLOGY LETTERS",Q1
IEEE TRANSACTIONS ON ENGINEERING,Q1
MANAGEMENT,Q1
Mucosal Immunology,Q1
"CRITICAL REVIEWS IN BIOCHEMISTRY
AND MOLECULAR BIOLOGY",Q1
"NJAS-WAGENINGEN JOURNAL OF LIFE
SCIENCES",Q1
Journal of Knowledge Management,Q1
Materials Chemistry Frontiers,Q1
NEW ASTRONOMY REVIEWS,Q1
American Journal of Obstetrics & Gynecology MFM,Q1
Molecular Ecology Resources,Q1
ULTRASOUND IN OBSTETRICS &,Q1
"GYNECOLOGY
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE",Q1
EXPERT SYSTEMS WITH APPLICATIONS,Q1
Applied Materials Today,Q1
Science China-Materials,Q1
JOURNAL OF WORLD BUSINESS,Q1
RENEWABLE ENERGY,Q1
Biomarker Research,Q1
Journal of Stroke,Q1
Plant Communications,Q1
BRITISH JOURNAL OF HAEMATOLOGY,Q1
JOURNAL OF CONSUMER RESEARCH,Q1
International Journal of Transgenderism,Q1
Experimental Hematology & Oncology,Q1
"Internet and Higher Education
Journal of Materiomics",Q1
Circulation-Cardiovascular Imaging,Q1
JOURNAL OF HEADACHE AND PAIN,Q1
Journal of NeuroInterventional Surgery,Q1
"Molecular Metabolism
SUSTAINABLE DEVELOPMENT",Q1
Lancet Regional Health-Western Pacific,Q1
Clinical and Translational Medicine,Q1
SOIL BIOLOGY & BIOCHEMISTRY,Q1
JOURNAL OF CLINICAL IMMUNOLOGY,Q1
"European Journal of Preventive
Cardiology",Q1
Advances in Physics-X,Q1
PATTERN RECOGNITION,Q1
Materials Research Letters,Q1
"Energy Research & Social Science
MIS QUARTERLY",Q1
Limnology and Oceanography Letters,Q1
Scientific Data,Q1
INTERNATIONAL JOURNAL OF PLASTICITY,Q1
"GOVERNMENT INFORMATION
QUARTERLY",Q1
CLINICAL CHEMISTRY AND LABORATORY MEDICINE,Q1
PROGRESS IN PHOTOVOLTAICS,Q1
Journal of Cheminformatics,Q1
"AMERICAN JOURNAL OF CLINICAL
NUTRITION",Q1
"Journal of Advances in Modeling Earth
Systems",Q1
"Corporate Social Responsibility and
Environmental Management",Q1
npj Biofilms and Microbiomes,Q1
"JOURNAL OF PERSONALITY AND SOCIAL
PSYCHOLOGY",Q1
"Materials Science & Engineering C-
Materials for Biological Applications",Q1
CHINESE CHEMICAL LETTERS,Q1
Journal of Translational Medicine,Q1
Reviews in Mineralogy & Geochemistry,Q1
ENVIRONMENTAL RESEARCH,Q1
JACC: CardioOncology,Q1
REVIEW OF FINANCIAL STUDIES,Q1
BREAST CANCER RESEARCH,Q1
PROGRESS IN SOLID STATE CHEMISTRY,Q1
CURRENT OPINION IN CELL BIOLOGY,Q1
Vehicular Communications,Q1
DRUG DISCOVERY TODAY,Q1
DEVELOPMENTAL REVIEW,Q1
"IEEE Industrial Electronics Magazine IEEE TRANSACTIONS ON WIRELESS
COMMUNICATIONS",Q1
Clinical and Molecular Hepatology,Q1
Methods in Ecology and Evolution,Q1
FRONTIERS IN NEUROENDOCRINOLOGY,Q1
AMERICAN STATISTICIAN,Q1
ARCHIVES OF MEDICAL RESEARCH,Q1
Journal of CO2 Utilization,Q1
IEEE Transactions on Sustainable Energy,Q1
Nanoscale,Q1
HemaSphere,Q1
NEUROPSYCHOPHARMACOLOGY,Q1
Circulation-Cardiovascular Quality and Outcomes,Q1
Hepatobiliary Surgery and Nutrition,Q1
JOURNAL OF CHILD PSYCHOLOGY AND,Q1
"PSYCHIATRY
APPLIED SOFT COMPUTING",Q1
JOURNAL OF PUBLIC ECONOMICS,Q1
DIABETES & METABOLISM,Q1
JAMA Ophthalmology,Q1
Deutsches Arzteblatt International,Q1
PSYCHOLOGICAL REVIEW,Q1
ORGANIZATIONAL RESEARCH METHODS,Q1
EDUCATIONAL PSYCHOLOGY REVIEW,Q1
JOURNAL OF FINANCIAL ECONOMICS,Q1
International Review of Financial Analysis,Q1
INFORMATION SCIENCES,Q1
"Journal of Behavioral and Experimental
Finance",Q1
RESOURCES POLICY,Q1
EDUCATIONAL PSYCHOLOGIST,Q1
"CURRENT OPINION IN COLLOID &
INTERFACE SCIENCE",Q1
MODERN PATHOLOGY,Q1
European Urology Oncology,Q1
Journal of Molecular Cell Biology JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY,Q1
IEEE TRANSACTIONS ON MULTIMEDIA,Q1
DIABETES RESEARCH AND CLINICAL PRACTICE,Q1
"Journal of Travel & Tourism Marketing
ARCHIVES OF COMPUTATIONAL",Q1
METHODS IN ENGINEERING,Q1
"World Journal of Emergency Surgery
IEEE TRANSACTIONS ON INDUSTRIAL",Q1
ELECTRONICS,Q1
NUTRITION RESEARCH REVIEWS,Q1
Journal of Manufacturing Technology,Q1
Management,Q1
PUBLIC ADMINISTRATION REVIEW,Q1
KNOWLEDGE-BASED SYSTEMS,Q1
FUEL PROCESSING TECHNOLOGY,Q1
Expert Opinion on Drug Delivery,Q1
DIABETES-METABOLISM RESEARCH AND REVIEWS,Q1
DEPRESSION AND ANXIETY,Q1
IEEE TRANSACTIONS ON GEOSCIENCE,Q1
"AND REMOTE SENSING
LANDSCAPE AND URBAN PLANNING",Q1
"BRITISH JOURNAL OF HEALTH
PSYCHOLOGY",Q1
FREE RADICAL BIOLOGY AND MEDICINE,Q1
Current Pollution Reports,Q1
ENGINEERING WITH COMPUTERS,Q1
Current Psychiatry Reports,Q1
Stem Cell Research & Therapy,Q1
JOURNAL OF CELL BIOLOGY,Q1
GLIA,Q1
"JOURNAL OF TOXICOLOGY AND
ENVIRONMENTAL HEALTH-PART B-",Q1
CRITICAL REVIEWS,Q1
VETERINARY QUARTERLY,Q1
Academy of Management Perspectives,Q1
Journal of Materials Chemistry C,Q1
Mathematical Programming Computation,Q1
BMJ Global Health,Q1
TRENDS IN CARDIOVASCULAR MEDICINE,Q1
AMERICAN POLITICAL SCIENCE REVIEW,Q1
JOURNAL OF CATALYSIS,Q1
International Business Review,Q1
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,Q1
Communication Methods and Measures,Q1
IMA Fungus,Q1
JOURNAL OF MEDICINAL CHEMISTRY,Q1
FUEL,Q1
"Journal of Supply Chain Management
INTERNATIONAL JOURNAL OF",Q1
BIOLOGICAL MACROMOLECULES,Q1
Current Obesity Reports,Q1
Food Science and Human Wellness,Q1
INTERNATIONAL JOURNAL OF RADIATION,Q1
ONCOLOGY BIOLOGY PHYSICS,Q1
ANALYTICAL CHEMISTRY,Q1
Microsystems & Nanoengineering,Q1
"PLANT PHYSIOLOGY
Journal of Nanostructure in Chemistry",Q1
JOURNAL OF HUMANISTIC PSYCHOLOGY,Q3
"INTERNATIONAL JOURNAL OF
EDUCATIONAL DEVELOPMENT",Q3
"INTERNATIONAL JOURNAL OF
GEOMETRIC METHODS IN MODERN PHYSICS",Q2
Polish Maritime Research,Q3
Phytochemistry Letters,Q3
Archives of Environmental Protection,Q4
Journal of Child Sexual Abuse,Q3
Sugar Tech,Q3
"INTERNATIONAL JOURNAL OF PUBLIC
OPINION RESEARCH",Q3
Journal of Computational and Nonlinear,Q3
Dynamics,Q3
"DISCOURSE STUDIES
NETWORKS",Q3
"POLISH JOURNAL OF ENVIRONMENTAL
STUDIES",Q4
JOURNAL OF COMPUTER SCIENCE AND,Q3
TECHNOLOGY,Q3
Macromolecular Reaction Engineering,Q3
JOURNAL OF COLD REGIONS,Q3
ENGINEERING,Q4
"GROUND WATER MONITORING AND
REMEDIATION",Q4
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART F- JOURNAL OF RAIL AND RAPID TRANSIT,Q3
EUROPEAN JOURNAL OF MINERALOGY,Q3
JOURNAL OF COORDINATION CHEMISTRY,Q3
Journal of Transcultural Nursing,Q3
Chiropractic & Manual Therapies,Q3
Crime Media Culture,Q3
ANNALS OF HUMAN BIOLOGY,Q2
Journal of Causal Inference,Q3
ADAPTIVE BEHAVIOR,Q3
SOCIOLOGICAL FORUM,Q3
VETERINARY DERMATOLOGY,Q2
JOURNAL OF HELMINTHOLOGY,Q2
"OTOLARYNGOLOGIC CLINICS OF NORTH
AMERICA",Q3
GENDER AND EDUCATION,Q3
"Journal of Electromagnetic Engineering
and Science",Q3
REAL-TIME SYSTEMS,Q3
LABORATORY MEDICINE,Q4
Danish Medical Journal,Q3
"Discrete and Continuous Dynamical
Systems-Series S",Q2
"Journal of Nursing Regulation
JOURNAL OF COMMUNICATION",Q3
DISORDERS,Q3
"BIOLOGICAL AGRICULTURE &
HORTICULTURE",Q2
"Journal of Software-Evolution and
Process",Q3
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,Q4
ISIJ INTERNATIONAL,Q3
Mobile Information Systems,Q4
International Communication Gazette,Q3
SIAM Journal on Financial Mathematics,Q3
TEACHING SOCIOLOGY,Q3
CYBERNETICS AND SYSTEMS,Q3
"Discourse Context & Media
REPRODUCTION IN DOMESTIC ANIMALS",Q4
EXPLORATIONS IN ECONOMIC HISTORY,Q1
COPEIA,Q2
Top,Q3
ETHOLOGY,Q2
OBSERVATORY,Q3
ACTA HISTOCHEMICA ET CYTOCHEMICA,Q4
BIT NUMERICAL MATHEMATICS,Q2
JOURNAL OF HEAT TRANSFER-,Q3
TRANSACTIONS OF THE ASME,Q3
"DOCUMENTA OPHTHALMOLOGICA PUBLIC ADMINISTRATION AND
DEVELOPMENT",Q4
"INTERNATIONAL JOURNAL OF
SPELEOLOGY",Q4
"DATA BASE FOR ADVANCES IN
INFORMATION SYSTEMS",Q3
Surgical Infections,Q3
TOXICOLOGY AND INDUSTRIAL HEALTH,Q4
"INTERNATIONAL JOURNAL OF HEALTH
SERVICES",Q4
JOURNAL OF MICROWAVE POWER AND,Q3
ELECTROMAGNETIC ENERGY,Q4
"PROFESSIONAL PSYCHOLOGY-RESEARCH
AND PRACTICE",Q3
SPIN,Q3
BIOELECTROMAGNETICS,Q3
